path,directory,filename,width,height,size
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00269.png,queratocisto,IM-0001-00269.png,97,97,97x97
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00219.png,queratocisto,IM-0001-00219.png,69,69,69x69
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00313.png,queratocisto,IM-0001-00313.png,68,68,68x68
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-0031.png,queratocisto,IM-0001-0031.png,87,87,87x87
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-0046.png,queratocisto,IM-0001-0046.png,96,96,96x96
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00199.png,queratocisto,IM-0001-00199.png,70,70,70x70
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-0092.png,queratocisto,IM-0001-0092.png,68,68,68x68
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00282.png,queratocisto,IM-0001-00282.png,31,31,31x31
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00105.png,queratocisto,IM-0001-00105.png,72,72,72x72
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00198.png,queratocisto,IM-0001-00198.png,76,76,76x76
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00258.png,queratocisto,IM-0001-00258.png,93,93,93x93
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00106.png,queratocisto,IM-0001-00106.png,71,71,71x71
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00307.png,queratocisto,IM-0001-00307.png,38,38,38x38
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00227.png,queratocisto,IM-0001-00227.png,73,73,73x73
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00280.png,queratocisto,IM-0001-00280.png,38,38,38x38
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00135.png,queratocisto,IM-0001-00135.png,135,135,135x135
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00160.png,queratocisto,IM-0001-00160.png,68,68,68x68
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-0062.png,queratocisto,IM-0001-0062.png,89,89,89x89
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00118.png,queratocisto,IM-0001-00118.png,37,37,37x37
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00193.png,queratocisto,IM-0001-00193.png,156,156,156x156
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00261.png,queratocisto,IM-0001-00261.png,93,93,93x93
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00155.png,queratocisto,IM-0001-00155.png,52,52,52x52
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00247.png,queratocisto,IM-0001-00247.png,68,68,68x68
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00273.png,queratocisto,IM-0001-00273.png,93,93,93x93
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00139.png,queratocisto,IM-0001-00139.png,90,90,90x90
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00194.png,queratocisto,IM-0001-00194.png,78,78,78x78
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-0045.png,queratocisto,IM-0001-0045.png,96,96,96x96
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00272.png,queratocisto,IM-0001-00272.png,57,57,57x57
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00263.png,queratocisto,IM-0001-00263.png,93,93,93x93
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00217.png,queratocisto,IM-0001-00217.png,142,142,142x142
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00137.png,queratocisto,IM-0001-00137.png,34,34,34x34
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00295.png,queratocisto,IM-0001-00295.png,66,66,66x66
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-0093.png,queratocisto,IM-0001-0093.png,70,70,70x70
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00320.png,queratocisto,IM-0001-00320.png,46,46,46x46
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-005.png,queratocisto,IM-0001-005.png,122,122,122x122
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-0057.png,queratocisto,IM-0001-0057.png,92,92,92x92
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00230.png,queratocisto,IM-0001-00230.png,61,61,61x61
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-0058.png,queratocisto,IM-0001-0058.png,92,92,92x92
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00275.png,queratocisto,IM-0001-00275.png,95,95,95x95
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00339.png,queratocisto,IM-0001-00339.png,71,71,71x71
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00254.png,queratocisto,IM-0001-00254.png,63,63,63x63
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00242.png,queratocisto,IM-0001-00242.png,56,56,56x56
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00169.png,queratocisto,IM-0001-00169.png,147,147,147x147
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00121.png,queratocisto,IM-0001-00121.png,41,41,41x41
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00173.png,queratocisto,IM-0001-00173.png,153,153,153x153
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-0055.png,queratocisto,IM-0001-0055.png,92,92,92x92
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00233.png,queratocisto,IM-0001-00233.png,130,130,130x130
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00309.png,queratocisto,IM-0001-00309.png,75,75,75x75
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00181.png,queratocisto,IM-0001-00181.png,153,153,153x153
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00246.png,queratocisto,IM-0001-00246.png,53,53,53x53
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00251.png,queratocisto,IM-0001-00251.png,68,68,68x68
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00153.png,queratocisto,IM-0001-00153.png,140,140,140x140
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00238.png,queratocisto,IM-0001-00238.png,60,60,60x60
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00235.png,queratocisto,IM-0001-00235.png,66,66,66x66
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00330.png,queratocisto,IM-0001-00330.png,59,59,59x59
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00220.png,queratocisto,IM-0001-00220.png,83,83,83x83
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00331.png,queratocisto,IM-0001-00331.png,55,55,55x55
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00187.png,queratocisto,IM-0001-00187.png,62,62,62x62
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-0095.png,queratocisto,IM-0001-0095.png,74,74,74x74
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-0024.png,queratocisto,IM-0001-0024.png,110,110,110x110
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-0039.png,queratocisto,IM-0001-0039.png,99,99,99x99
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-0091.png,queratocisto,IM-0001-0091.png,45,45,45x45
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00283.png,queratocisto,IM-0001-00283.png,80,80,80x80
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00149.png,queratocisto,IM-0001-00149.png,140,140,140x140
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00183.png,queratocisto,IM-0001-00183.png,62,62,62x62
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00310.png,queratocisto,IM-0001-00310.png,75,75,75x75
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-0034.png,queratocisto,IM-0001-0034.png,86,86,86x86
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00231.png,queratocisto,IM-0001-00231.png,66,66,66x66
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-0042.png,queratocisto,IM-0001-0042.png,96,96,96x96
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-0063.png,queratocisto,IM-0001-0063.png,88,88,88x88
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00267.png,queratocisto,IM-0001-00267.png,97,97,97x97
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00333.png,queratocisto,IM-0001-00333.png,55,55,55x55
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00166.png,queratocisto,IM-0001-00166.png,84,84,84x84
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00192.png,queratocisto,IM-0001-00192.png,90,90,90x90
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-0021.png,queratocisto,IM-0001-0021.png,120,120,120x120
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-0016.png,queratocisto,IM-0001-0016.png,126,126,126x126
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00163.png,queratocisto,IM-0001-00163.png,59,59,59x59
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-0099.png,queratocisto,IM-0001-0099.png,58,58,58x58
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00321.png,queratocisto,IM-0001-00321.png,65,65,65x65
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00324.png,queratocisto,IM-0001-00324.png,78,78,78x78
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00255.png,queratocisto,IM-0001-00255.png,95,95,95x95
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-0077.png,queratocisto,IM-0001-0077.png,49,49,49x49
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00264.png,queratocisto,IM-0001-00264.png,63,63,63x63
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00116.png,queratocisto,IM-0001-00116.png,146,146,146x146
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00294.png,queratocisto,IM-0001-00294.png,66,66,66x66
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00174.png,queratocisto,IM-0001-00174.png,84,84,84x84
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-0085.png,queratocisto,IM-0001-0085.png,52,52,52x52
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00290.png,queratocisto,IM-0001-00290.png,68,68,68x68
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00103.png,queratocisto,IM-0001-00103.png,76,76,76x76
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00228.png,queratocisto,IM-0001-00228.png,71,71,71x71
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00206.png,queratocisto,IM-0001-00206.png,74,74,74x74
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00184.png,queratocisto,IM-0001-00184.png,88,88,88x88
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00248.png,queratocisto,IM-0001-00248.png,99,99,99x99
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-0094.png,queratocisto,IM-0001-0094.png,68,68,68x68
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-0029.png,queratocisto,IM-0001-0029.png,83,83,83x83
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-0049.png,queratocisto,IM-0001-0049.png,96,96,96x96
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00314.png,queratocisto,IM-0001-00314.png,59,59,59x59
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-0051.png,queratocisto,IM-0001-0051.png,96,96,96x96
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00329.png,queratocisto,IM-0001-00329.png,59,59,59x59
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00215.png,queratocisto,IM-0001-00215.png,74,74,74x74
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00241.png,queratocisto,IM-0001-00241.png,106,106,106x106
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00250.png,queratocisto,IM-0001-00250.png,51,51,51x51
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-0060.png,queratocisto,IM-0001-0060.png,91,91,91x91
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00212.png,queratocisto,IM-0001-00212.png,93,93,93x93
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00158.png,queratocisto,IM-0001-00158.png,87,87,87x87
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00178.png,queratocisto,IM-0001-00178.png,85,85,85x85
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-0044.png,queratocisto,IM-0001-0044.png,96,96,96x96
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-0074.png,queratocisto,IM-0001-0074.png,57,57,57x57
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00322.png,queratocisto,IM-0001-00322.png,57,57,57x57
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00138.png,queratocisto,IM-0001-00138.png,135,135,135x135
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00245.png,queratocisto,IM-0001-00245.png,95,95,95x95
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00201.png,queratocisto,IM-0001-00201.png,147,147,147x147
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-0078.png,queratocisto,IM-0001-0078.png,45,45,45x45
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00107.png,queratocisto,IM-0001-00107.png,71,71,71x71
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00133.png,queratocisto,IM-0001-00133.png,88,88,88x88
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00157.png,queratocisto,IM-0001-00157.png,140,140,140x140
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00328.png,queratocisto,IM-0001-00328.png,71,71,71x71
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-0079.png,queratocisto,IM-0001-0079.png,41,41,41x41
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-0022.png,queratocisto,IM-0001-0022.png,117,117,117x117
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-0073.png,queratocisto,IM-0001-0073.png,59,59,59x59
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00223.png,queratocisto,IM-0001-00223.png,73,73,73x73
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00100.png,queratocisto,IM-0001-00100.png,73,73,73x73
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00115.png,queratocisto,IM-0001-00115.png,33,33,33x33
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00159.png,queratocisto,IM-0001-00159.png,55,55,55x55
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00144.png,queratocisto,IM-0001-00144.png,47,47,47x47
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-0023.png,queratocisto,IM-0001-0023.png,117,117,117x117
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00145.png,queratocisto,IM-0001-00145.png,135,135,135x135
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00311.png,queratocisto,IM-0001-00311.png,74,74,74x74
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00209.png,queratocisto,IM-0001-00209.png,147,147,147x147
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-0052.png,queratocisto,IM-0001-0052.png,92,92,92x92
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00164.png,queratocisto,IM-0001-00164.png,73,73,73x73
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-0065.png,queratocisto,IM-0001-0065.png,84,84,84x84
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-0086.png,queratocisto,IM-0001-0086.png,54,54,54x54
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00296.png,queratocisto,IM-0001-00296.png,66,66,66x66
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-0054.png,queratocisto,IM-0001-0054.png,92,92,92x92
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00337.png,queratocisto,IM-0001-00337.png,58,58,58x58
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00124.png,queratocisto,IM-0001-00124.png,51,51,51x51
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-0056.png,queratocisto,IM-0001-0056.png,92,92,92x92
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00104.png,queratocisto,IM-0001-00104.png,76,76,76x76
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00243.png,queratocisto,IM-0001-00243.png,64,64,64x64
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-0033.png,queratocisto,IM-0001-0033.png,86,86,86x86
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00108.png,queratocisto,IM-0001-00108.png,75,75,75x75
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-0053.png,queratocisto,IM-0001-0053.png,92,92,92x92
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00200.png,queratocisto,IM-0001-00200.png,90,90,90x90
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-0037.png,queratocisto,IM-0001-0037.png,97,97,97x97
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-0064.png,queratocisto,IM-0001-0064.png,87,87,87x87
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00175.png,queratocisto,IM-0001-00175.png,62,62,62x62
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00191.png,queratocisto,IM-0001-00191.png,66,66,66x66
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-0068.png,queratocisto,IM-0001-0068.png,77,77,77x77
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00335.png,queratocisto,IM-0001-00335.png,52,53,52x53
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00323.png,queratocisto,IM-0001-00323.png,59,59,59x59
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-007.png,queratocisto,IM-0001-007.png,128,128,128x128
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00188.png,queratocisto,IM-0001-00188.png,90,90,90x90
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00334.png,queratocisto,IM-0001-00334.png,52,53,52x53
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-0035.png,queratocisto,IM-0001-0035.png,83,83,83x83
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00300.png,queratocisto,IM-0001-00300.png,60,60,60x60
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00338.png,queratocisto,IM-0001-00338.png,62,62,62x62
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00289.png,queratocisto,IM-0001-00289.png,75,75,75x75
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00176.png,queratocisto,IM-0001-00176.png,81,81,81x81
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00148.png,queratocisto,IM-0001-00148.png,52,52,52x52
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-0070.png,queratocisto,IM-0001-0070.png,63,63,63x63
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00224.png,queratocisto,IM-0001-00224.png,74,74,74x74
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-0050.png,queratocisto,IM-0001-0050.png,96,96,96x96
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-0083.png,queratocisto,IM-0001-0083.png,47,47,47x47
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-0047.png,queratocisto,IM-0001-0047.png,96,96,96x96
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00165.png,queratocisto,IM-0001-00165.png,147,147,147x147
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00143.png,queratocisto,IM-0001-00143.png,33,33,33x33
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-0076.png,queratocisto,IM-0001-0076.png,53,53,53x53
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00110.png,queratocisto,IM-0001-00110.png,80,80,80x80
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00293.png,queratocisto,IM-0001-00293.png,66,66,66x66
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00152.png,queratocisto,IM-0001-00152.png,57,57,57x57
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00182.png,queratocisto,IM-0001-00182.png,86,86,86x86
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00292.png,queratocisto,IM-0001-00292.png,68,68,68x68
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00136.png,queratocisto,IM-0001-00136.png,88,88,88x88
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-0087.png,queratocisto,IM-0001-0087.png,60,60,60x60
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00285.png,queratocisto,IM-0001-00285.png,80,80,80x80
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00211.png,queratocisto,IM-0001-00211.png,75,75,75x75
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-0025.png,queratocisto,IM-0001-0025.png,108,108,108x108
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00281.png,queratocisto,IM-0001-00281.png,80,80,80x80
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-0010.png,queratocisto,IM-0001-0010.png,134,134,134x134
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-0075.png,queratocisto,IM-0001-0075.png,54,54,54x54
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-0082.png,queratocisto,IM-0001-0082.png,18,18,18x18
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00207.png,queratocisto,IM-0001-00207.png,75,75,75x75
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-008.png,queratocisto,IM-0001-008.png,128,128,128x128
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00305.png,queratocisto,IM-0001-00305.png,46,46,46x46
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00154.png,queratocisto,IM-0001-00154.png,89,89,89x89
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00288.png,queratocisto,IM-0001-00288.png,80,80,80x80
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00332.png,queratocisto,IM-0001-00332.png,55,55,55x55
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00117.png,queratocisto,IM-0001-00117.png,91,91,91x91
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00256.png,queratocisto,IM-0001-00256.png,42,42,42x42
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00286.png,queratocisto,IM-0001-00286.png,20,20,20x20
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00278.png,queratocisto,IM-0001-00278.png,40,40,40x40
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00287.png,queratocisto,IM-0001-00287.png,80,80,80x80
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00244.png,queratocisto,IM-0001-00244.png,99,99,99x99
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00304.png,queratocisto,IM-0001-00304.png,52,52,52x52
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-00266.png,queratocisto,IM-0001-00266.png,60,60,60x60
/home/carol/shared/rna-cnn/dataset/originais/queratocisto/IM-0001-003.png,queratocisto,IM-0001-003.png,66,66,66x66
